156071301519423(ns),accelerometer,-3.105878,-0.019153614,0.8110358
156071306441923(ns),accelerometer,-3.7954082,0.11791443,0.5446809
156071311325465(ns),accelerometer,-4.4981065,0.28191724,0.24660277
156071315984476(ns),accelerometer,-5.140351,0.44592008,-0.130484
156071320922860(ns),accelerometer,-5.6802435,0.59376204,-0.39983168
156071325913382(ns),accelerometer,-6.2075663,0.7781156,-0.6823475
156071331233694(ns),accelerometer,-6.6445084,0.973243,-0.908001
156071336152548(ns),accelerometer,-7.0329676,1.1558008,-1.146224
156071341145621(ns),accelerometer,-7.3867106,1.3215994,-1.3078327
156071345912392(ns),accelerometer,-7.6590514,1.4736311,-1.417966
156071351032652(ns),accelerometer,-7.826047,1.6484078,-1.4939818
156071355922600(ns),accelerometer,-7.9451585,1.7866731,-1.5592239
156071361054319(ns),accelerometer,-8.004415,1.9021933,-1.6382325
156071365924319(ns),accelerometer,-8.056489,1.9560628,-1.7393875
156071370941610(ns),accelerometer,-8.088212,2.0290859,-1.8363527
156071375950725(ns),accelerometer,-8.160637,2.0979192,-1.9488802
156071380321715(ns),accelerometer,-8.207922,2.1631613,-2.0368671
156071385252183(ns),accelerometer,-8.326435,2.2110453,-2.123657
156071390736454(ns),accelerometer,-8.443152,2.267309,-2.148796
156071395611559(ns),accelerometer,-8.608353,2.333748,-2.2224178
156071400604944(ns),accelerometer,-8.771158,2.3798366,-2.3265655
156071405512912(ns),accelerometer,-8.9363575,2.3600843,-2.3702598
156071410174996(ns),accelerometer,-9.096769,2.3002293,-2.4037786
156071415369162(ns),accelerometer,-9.264363,2.2631192,-2.3636756
156071420345725(ns),accelerometer,-9.379285,2.2816741,-2.143409
156071425969111(ns),accelerometer,-9.394249,2.272696,-1.9662381
156071429925413(ns),accelerometer,-9.403826,2.303222,-1.8315643
156071435193329(ns),accelerometer,-9.38168,2.308609,-1.7040731
156071439729736(ns),accelerometer,-9.378088,2.2870612,-1.5466543
156071444874683(ns),accelerometer,-9.399636,2.2583308,-1.377863
156071449808590(ns),accelerometer,-9.365519,2.2828712,-1.2060791
156071455008798(ns),accelerometer,-9.322423,2.2882583,-1.0462662
156071459679423(ns),accelerometer,-9.211093,2.2870612,-0.95229375
156071465075048(ns),accelerometer,-9.033921,2.297835,-0.87807345
156071469590152(ns),accelerometer,-8.772954,2.2786815,-0.79248077
156071474445829(ns),accelerometer,-8.485649,2.2840683,-0.83497787
156071479484058(ns),accelerometer,-8.192958,2.3289597,-0.8050503
156071484439839(ns),accelerometer,-7.8410106,2.3708582,-0.825401
156071489349475(ns),accelerometer,-7.533954,2.4139538,-0.9020155
156071494281298(ns),accelerometer,-7.21373,2.3876176,-0.9564836
156071499133590(ns),accelerometer,-6.904279,2.3505075,-1.1001357
156071504146298(ns),accelerometer,-6.634333,2.2655134,-1.3467385
156071509387600(ns),accelerometer,-6.3362546,2.1577742,-1.5227122
156071513903798(ns),accelerometer,-6.031593,2.023699,-1.6705543
156071518932548(ns),accelerometer,-5.7538652,1.827973,-1.7160441
156071524254162(ns),accelerometer,-5.479729,1.6154876,-1.7525556
156071528949631(ns),accelerometer,-5.170877,1.4239515,-1.6831238
156071533743694(ns),accelerometer,-4.8644195,1.210269,-1.5729905
156071538920309(ns),accelerometer,-4.561553,0.99898064,-1.4227544
156071543623329(ns),accelerometer,-4.2119994,0.7679402,-1.2641385
156071548555309(ns),accelerometer,-3.799598,0.53330845,-1.2018893
156071553743069(ns),accelerometer,-3.3363202,0.2633622,-1.1198878
156071558431975(ns),accelerometer,-2.8724434,-0.04129998,-0.98820674
156071563540100(ns),accelerometer,-2.3343468,-0.29688102,-0.6889315
156071568549423(ns),accelerometer,-1.7130513,-0.47644615,-0.3393781
156071573535985(ns),accelerometer,-0.997185,-0.61112,-0.016759412
156071578215100(ns),accelerometer,-0.19572599,-0.79367787,0.2801216
156071583529475(ns),accelerometer,0.61052144,-0.95468795,0.5315128
156071588167340(ns),accelerometer,1.5143325,-1.1420342,0.81163436
156071593366350(ns),accelerometer,2.6449943,-1.2491747,1.0588357
156071598245934(ns),accelerometer,3.8780081,-1.2952632,1.2210429
156071604169266(ns),accelerometer,5.0481744,-1.3772645,1.258153
156071607858121(ns),accelerometer,6.408081,-1.5316905,1.3204023
156071613160881(ns),accelerometer,7.8248496,-1.5837644,1.3251907
156071618061975(ns),accelerometer,9.216479,-1.5053543,1.2719196
156071622996558(ns),accelerometer,10.708067,-1.3365631,1.2473791
156071627970673(ns),accelerometer,12.200851,-1.0205284,1.2252327
156071632899319(ns),accelerometer,13.5775175,-0.63206923,1.1959038
156071637777965(ns),accelerometer,14.746487,-0.12868834,1.3042414
156071642813537(ns),accelerometer,15.8304615,0.28191724,1.5520413
156071647707340(ns),accelerometer,16.78096,0.6386533,1.9201498
156071652655048(ns),accelerometer,17.81286,1.0127473,2.5737667
156071657600204(ns),accelerometer,18.72206,1.4143747,3.277662
156071662541298(ns),accelerometer,19.60133,1.8830396,4.0144777
156071667476298(ns),accelerometer,19.612701,2.3624785,4.685453
156071672421975(ns),accelerometer,19.612701,2.9005754,5.4300494
156071677371663(ns),accelerometer,19.612701,2.9005754,5.4300494
156071682309058(ns),accelerometer,19.612701,3.539827,6.2482677
156071687068434(ns),accelerometer,19.612701,4.2281604,7.176021
156071692012652(ns),accelerometer,19.612701,4.9625816,8.059482
156071697124163(ns),accelerometer,19.612701,5.7538652,8.775348
156071702117235(ns),accelerometer,19.612701,6.5858502,9.28232
156071707045361(ns),accelerometer,19.612701,7.4441714,9.574412
156071711737235(ns),accelerometer,19.612701,8.248025,9.69532
